,id,finishingType,readyToMove,IsCompound,npv,npvPerMeter,totalPrice,pricePerMeter,deliveryMonth,deliveryYear,IsPrimarySale,hasRealEstateFinancing,unitType,bua,bedrooms,bathrooms,land,garage,city.nameEnglish,district.nameEnglish,region.nameEnglish,compound.nameEnglish,developer.nameEnglish,financialPlan.downPayment,financialPlan.numberOfYears,financialPlan.monthlyPayment,Calculated Price
507,61c09d8c4b94e78d4dfc3739,1,1,1,13499999,32927,13499999,32927,1,2021,0,0,8,410,4,5,781,1,1,20,Greater Cairo,Jeera,,13499999,0,0,16000000
489,6189024ec9d894e71c0b3b49,1,1,1,9250000,22561,9250000,22561,6,2021,0,0,7,410,6,5,400,1,0,14,Greater Cairo,Les Rois,,9250000,0,0,5500000
459,618d29b650988ed12f69445f,1,1,1,16000000,38095,16000000,38095,1,2021,0,0,8,420,5,4,890,1,1,0,Greater Cairo,Gezira Hadaba,,16000000,0,0,6500000
676,6193aa3e50988ed12f6b370d,1,1,1,8500000,20238,8500000,20238,1,2021,0,0,6,420,5,4,450,1,3,22,Matrouh,Hacienda Bay,Palm Hills,8500000,0,0,7000000
914,61dc0385fc02a46ce2c5c8bd,0,1,1,14000000,33333,14000000,33333,1,2021,0,0,1,420,6,6,420,1,3,17,Matrouh,Almaza Bay,,14000000,0,0,4600000
436,6193163b50ac7c17e1e0e5df,0,1,1,12000000,28571,12000000,28571,1,2021,0,0,8,420,4,3,778,1,1,0,Greater Cairo,Palm Hills Palm Valley,Palm Hills,12000000,0,0,7000000
154,603fa02b8432c30011c6566c,1,1,1,15000000,35714,15000000,35714,1,2021,0,0,8,420,5,4,980,1,1,0,Greater Cairo,Hadaba,Pre Developments,15000000,0,0,6500000
909,618c05ac9bb23202531d8f8c,0,1,1,6000000,14118,6000000,14118,1,2021,0,0,7,425,3,3,425,1,1,0,Greater Cairo,Upville,,6000000,0,0,7000000
682,618bf39150ac7c17e1decff3,0,1,1,5700000,13412,5700000,13412,1,2021,0,0,7,425,5,4,365,1,1,0,Greater Cairo,Upville,,5700000,0,0,7000000
969,61892ed3a0af6f15abf19400,0,0,1,9500000,22300,9500000,22300,1,2022,0,0,8,426,4,3,686,1,1,0,Greater Cairo,Bamboo Palm Hills,,9500000,0,0,7000000
115,60dc82cc8d6cb70012cce362,1,1,1,20500000,47786,20500000,47786,5,2021,0,0,8,429,6,5,436,1,3,22,Matrouh,Marassi,Emaar Misr,20500000,0,0,15000000
651,61bf2e21e8828d387c3f3af1,1,1,1,13000000,30233,13000000,30233,11,2021,0,0,8,430,4,5,645,1,1,0,Greater Cairo,October Hills,,13000000,0,0,15000000
506,6183ed218ba090c204ddf414,1,1,1,10000000,23256,10000000,23256,11,2021,0,0,8,430,3,3,620,1,0,14,Greater Cairo,Rehab City Third Phase,talaat moustafa group,10000000,0,0,16000000
831,61bb9f84e963318ba6f1f2e8,1,1,1,14000000,32184,14000000,32184,12,2021,0,0,8,435,5,5,909,1,1,0,Greater Cairo,Mena Garden City,mena group,14000000,0,0,15000000
707,618baf5450988ed12f68edea,1,1,1,14000000,32184,14000000,32184,1,2021,0,0,8,435,5,5,909,1,1,0,Greater Cairo,Mena Garden City,mena group,14000000,0,0,15000000
345,618d853850988ed12f698c9b,1,1,1,10500000,23864,10500000,23864,1,2021,0,0,0,440,4,5,440,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,10500000,0,0,4000000
496,618ba7c550ac7c17e1debb1c,1,1,1,6000000,13636,6000000,13636,5,2021,0,0,4,440,3,3,440,1,1,0,Greater Cairo,City View,,6000000,0,0,6000000
413,61ae1258b34ca05f7ababfee,1,1,1,25000000,56561,25000000,56561,11,2021,0,0,8,442,5,6,593,1,1,20,Greater Cairo,Allegria,Sodic,25000000,0,0,15000000
551,61b91025c7fd090e618f1743,1,1,1,15621655,35241,44530888,100456,5,2021,1,0,0,443,4,5,443,1,3,22,Matrouh,Marassi,Emaar Misr,2226544,8,440670,29747888
71,61d4c5e0d1a46653f3b769b5,1,1,1,15000000,33784,15000000,33784,11,2021,0,0,8,444,5,6,820,1,1,20,Greater Cairo,Royal City,,15000000,0,0,15000000
596,6189356026deab16b7e25c51,1,1,1,21000000,46667,21000000,46667,5,2021,0,0,8,450,5,6,1000,1,1,0,Greater Cairo,Palm Hills October,Palm Hills,21000000,0,0,15000000
375,6193fd4b9bb23202531fd166,1,1,0,8000000,17778,8000000,17778,1,2021,0,0,0,450,4,4,450,1,0,8,Greater Cairo,,,8000000,0,0,8000000
502,6193bdb950ac7c17e1e1022d,1,1,1,15000000,33333,15000000,33333,1,2021,0,0,8,450,5,5,550,1,3,22,Matrouh,Marassi,Emaar Misr,15000000,0,0,15000000
183,60947a0792ca9e0011e9fa89,1,1,0,42390000,94200,42390000,94200,12,2020,0,0,0,450,5,5,450,0,0,23,Greater Cairo,,,42390000,0,0,42390000
118,6044d1d38432c30011c656fa,1,1,0,14000000,31111,14000000,31111,1,2020,0,0,8,450,5,6,750,1,0,8,Greater Cairo,,,14000000,0,0,16000000
177,601820b6520b210011f7eafb,1,1,0,35200000,78222,35200000,78222,1,2020,0,0,0,450,4,4,450,1,0,23,Greater Cairo,,,35200000,0,0,8000000
477,618c07ad50988ed12f690879,0,0,1,17000000,37611,17000000,37611,1,2022,0,0,8,452,4,5,685,1,1,0,Greater Cairo,Amberville,,17000000,0,0,11000000
658,61b77329c431ac714b6ecb37,1,0,1,6165358,13581,17574888,38712,3,2024,1,0,8,454,4,5,288,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,878744,8,173918,5500000
20,6171a83efdee9793b05cbba4,0,1,1,11000000,24123,11000000,24123,1,2021,0,0,7,456,4,5,670,1,1,0,Greater Cairo,Palm Hills October,Palm Hills,11000000,0,0,11000000
47,617fc0042ebb8aebd90c458b,1,1,0,15000000,32609,15000000,32609,1,2021,0,0,8,460,4,5,730,1,0,9,Greater Cairo,,,15000000,0,0,16000000
838,618bfe6450988ed12f69066f,0,1,1,7900000,17174,7900000,17174,1,2021,0,0,8,460,5,5,827,1,1,20,Greater Cairo,Royal Meadows,,7900000,0,0,6500000
461,618bd32f50988ed12f68f9c5,1,1,1,28000000,60870,28000000,60870,1,2021,0,0,8,460,5,5,760,1,0,14,Greater Cairo,Katameya Heights,,28000000,0,0,16000000
351,618d732f9bb23202531e0e47,1,1,1,16000000,34409,16000000,34409,1,2021,0,0,8,465,4,4,950,1,1,20,Greater Cairo,Al Guezira 2,,16000000,0,0,16000000
617,61acce8e9fff4f9cda659c1f,0,1,1,6000000,12876,6000000,12876,11,2021,0,0,6,466,3,4,376,1,1,0,Greater Cairo,Palm Hills Golf Extension,Palm Hills,6000000,0,0,11000000
39,6059fba8b88eda00110d28b7,1,1,1,5500000,11702,5500000,11702,1,2020,0,0,2,470,5,4,470,1,0,14,Greater Cairo,Al Shouyfat,,5500000,0,0,4500000
553,61cc892e61795c05c0bf66a7,1,1,0,11000000,23355,11000000,23355,12,2021,0,0,8,471,5,5,315,0,0,14,Greater Cairo,,,11000000,0,0,8000000
273,61ae150868d14e894a4f872f,1,1,1,14000000,29474,14000000,29474,11,2021,0,0,8,475,5,6,650,1,1,20,Greater Cairo,Royal City,,14000000,0,0,15000000
46,602a8e16a2eaa500112a6dab,1,1,0,6000000,12605,6000000,12605,1,2020,0,0,0,476,4,3,476,0,0,8,Greater Cairo,,,6000000,0,0,12000000
705,61eff983e8c44787366568cb,1,1,1,15000000,31250,15000000,31250,1,2021,0,0,8,480,6,6,1196,1,1,20,Greater Cairo,Rawdat Zayed,,15000000,0,0,15000000
513,619cdba66fd3115b3268e741,1,1,1,17500000,36458,17500000,36458,11,2021,0,0,8,480,6,5,606,1,1,0,Greater Cairo,Dara Gardens,,17500000,0,0,15000000
593,6187fc831fddc365530d4e3b,0,1,1,8000000,16461,8000000,16461,3,2021,0,0,7,486,4,5,400,1,1,0,Greater Cairo,Westridge,,8000000,0,0,11000000
825,619234c450988ed12f6aa553,1,1,1,21500000,44057,21500000,44057,3,2021,0,0,8,488,4,4,730,1,1,0,Greater Cairo,Palm Hills Golf Views,Palm Hills,21500000,0,0,16000000
215,618d722c50ac7c17e1df518e,0,1,1,11000000,22495,11000000,22495,1,2021,0,0,8,489,4,5,576,1,1,0,Greater Cairo,Palm Hills Golf Extension,Palm Hills,11000000,0,0,11000000
280,61dae616cde00e20f59723da,0,1,1,12500000,25510,12500000,25510,1,2021,0,0,8,490,4,5,830,1,1,0,Greater Cairo,Palm Hills Golf Extension,Palm Hills,12500000,0,0,6500000
419,607d75517e2ba60012d79ccd,1,0,1,13042187,26563,37177888,75719,3,2025,1,0,8,491,5,6,704,1,1,20,Greater Cairo,Belle Vie,Emaar Misr,1858894,8,367906,15000000
140,60dc82cc8d6cb70012cce360,1,1,1,16500000,33133,16500000,33133,5,2021,0,0,8,498,4,4,623,1,3,22,Matrouh,Marassi,Emaar Misr,16500000,0,0,15000000
602,618d33b350ac7c17e1df126c,1,1,0,5000000,10000,5000000,10000,1,2021,0,0,2,500,5,3,100,1,0,14,Greater Cairo,,,5000000,0,0,4500000
591,618bd90a9bb23202531d83e8,1,1,1,15000000,30000,15000000,30000,7,2021,0,0,8,500,4,5,800,1,1,20,Greater Cairo,Zayed 2000,,15000000,0,0,16000000
648,618d80d99bb23202531e1222,1,1,1,22000000,44000,22000000,44000,1,2021,0,0,8,500,4,4,1250,1,3,22,Matrouh,Hacienda Bay,Palm Hills,22000000,0,0,23000000
81,601feac7520b210011f7ed38,1,1,0,30000000,60000,30000000,60000,1,2020,0,0,8,500,4,3,1270,1,0,8,Greater Cairo,,,30000000,0,0,16000000
19,607dab0ba8df38001208487d,1,1,0,18000000,36000,18000000,36000,12,2020,0,0,0,500,3,4,500,0,0,23,Greater Cairo,,,18000000,0,0,11000000
884,61c08efdc945558b837fdc75,1,1,1,20000000,40000,20000000,40000,11,2021,0,0,8,500,6,6,1100,1,3,2,Matrouh,Stella Marina,,20000000,0,0,15000000
970,61b77147deb36dd027186f76,1,0,1,6801718,13523,19388888,38547,3,2024,1,0,8,503,5,6,336,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,969444,8,191869,15000000
984,618d284c9bb23202531dca15,1,1,1,7000000,13889,7000000,13889,1,2021,0,0,6,504,5,5,314,1,3,22,Matrouh,Hacienda Bay,Palm Hills,7000000,0,0,8000000
541,618b0c40a28227d4fdbbfb18,1,1,1,17000000,33268,17000000,33268,8,2021,0,0,8,511,5,5,623,1,3,22,Matrouh,Marassi,Emaar Misr,17000000,0,0,15000000
222,61c09b574b94e78d4dfc36fa,0,1,1,11000000,21401,11000000,21401,1,2021,0,0,8,514,5,5,514,0,1,20,Greater Cairo,Royal Meadows,,11000000,0,0,11000000
120,60181625b365a5001165b4f1,1,1,1,23000000,44231,23000000,44231,1,2020,0,0,8,520,3,3,560,1,1,20,Greater Cairo,Allegria,Sodic,23000000,0,0,7000000
271,61ab5acec2b2446cf3496fba,1,1,1,6500000,12500,6500000,12500,11,2021,0,0,8,520,6,6,2150,1,1,0,Greater Cairo,Wadi Al Nakhil,,6500000,0,0,6500000
12,619f7c0516a2283c8389b922,1,1,1,9750000,18750,9750000,18750,11,2021,0,0,8,520,4,5,510,1,1,0,Greater Cairo,Golf Al Solimania,,9750000,0,0,16000000
747,618bbd389bb23202531d7b33,1,1,1,1400000,2667,1400000,2667,1,2021,0,0,8,525,6,6,620,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,1400000,0,0,14000000
837,61892d23c9d894e71c0b46a8,0,1,1,11000000,20755,11000000,20755,11,2021,0,0,8,530,4,4,675,1,1,0,Greater Cairo,Palm Hills Golf Extension,Palm Hills,11000000,0,0,7000000
209,6193afdf50ac7c17e1e0fe74,0,1,1,12500000,23496,12500000,23496,1,2021,0,0,8,532,3,3,532,1,0,14,Greater Cairo,Villette,Sodic,12500000,0,0,11000000
920,619312a050988ed12f6b1e65,0,1,1,7000000,12987,7000000,12987,3,2021,0,0,7,539,3,3,443,1,1,0,Greater Cairo,Palm Hills Palm Valley,Palm Hills,7000000,0,0,7000000
396,61ac8c290ef7eff1c7f22036,0,1,1,15500000,28704,15500000,28704,11,2021,0,0,8,540,5,6,564,1,1,0,Greater Cairo,Palm Hills Golf Views,Palm Hills,15500000,0,0,11000000
892,618bae6450988ed12f68ed9d,0,1,1,15500000,28336,15500000,28336,4,2021,0,0,8,547,4,5,520,1,1,20,Greater Cairo,Allegria,Sodic,15500000,0,0,11000000
105,6181b7c4d181c2112949b958,1,1,1,20000000,36364,20000000,36364,2,2021,0,0,8,550,5,4,850,1,0,14,Greater Cairo,Rehab City Sixth Phase,talaat moustafa group,20000000,0,0,16000000
331,61ab19efc2b2446cf3496014,1,1,1,5900000,10727,5900000,10727,11,2021,0,0,8,550,5,6,500,1,1,20,Greater Cairo,Karma Residence,,5900000,0,0,15000000
480,61966eb6f112cc1c07a33297,0,1,0,7000000,12500,7000000,12500,1,2021,0,0,8,560,3,3,560,1,0,9,Greater Cairo,,,7000000,0,0,9000000
467,618d19f050988ed12f693d2a,0,1,1,9750000,16582,9750000,16582,3,2021,0,0,8,588,6,5,776,1,1,20,Greater Cairo,Zayed Dunes,,9750000,0,0,14000000
931,6188fce9c9d894e71c0b398f,0,1,1,19600000,32667,19600000,32667,6,2021,0,0,8,600,6,6,960,1,1,0,Greater Cairo,Palm Hills Golf Views,Palm Hills,19600000,0,0,14000000
284,61b09720b34ca05f7abb1226,0,1,1,17500000,29167,17500000,29167,11,2021,0,0,8,600,5,6,900,1,1,20,Greater Cairo,Allegria,Sodic,17500000,0,0,14000000
48,601807aeb365a5001165b4c5,1,1,1,18000000,30000,18000000,30000,1,2021,0,0,7,600,4,4,725,1,1,0,Greater Cairo,Palm Hills October,Palm Hills,18000000,0,0,16000000
761,618910fe26deab16b7e2513e,0,1,1,19000000,31353,19000000,31353,2,2021,0,0,8,606,5,6,934,1,0,14,Greater Cairo,Palm Hills New Cairo,Palm Hills,19000000,0,0,19000000
785,6193943f50ac7c17e1e0f7dd,1,1,1,16000000,26230,16000000,26230,1,2021,0,0,8,610,5,5,520,1,0,14,Greater Cairo,Katameya Hills,,16000000,0,0,16000000
339,61969a46ddc2f0889245d520,1,1,0,19000000,30894,19000000,30894,1,2021,0,0,8,615,6,6,900,1,0,9,Greater Cairo,,,19000000,0,0,19000000
232,61dc11b0fc02a46ce2c5ca83,1,1,1,16000000,25806,16000000,25806,1,2021,0,0,8,620,5,6,945,1,1,20,Greater Cairo,Beverly Hills,Sodic,16000000,0,0,15000000
607,618d868450ac7c17e1df56cd,1,1,1,23000000,37097,23000000,37097,1,2021,0,0,8,620,6,5,2000,1,3,2,Matrouh,Marina 5,,23000000,0,0,23000000
589,618b9e9c9bb23202531d71e7,1,1,1,15500000,25000,15500000,25000,5,2021,0,0,8,620,6,6,945,1,1,20,Greater Cairo,Beverly Hills,Sodic,15500000,0,0,15000000
504,61c07f2da94cf2ddceea8909,1,1,1,15500000,25000,15500000,25000,11,2021,0,0,8,620,5,6,945,1,1,20,Greater Cairo,Beverly Hills,Sodic,15500000,0,0,15000000
917,6188f523a0af6f15abf182c9,0,1,1,9000000,14331,9000000,14331,5,2021,0,0,6,628,6,6,500,1,1,0,Greater Cairo,Ivoryhill,,9000000,0,0,17500000
130,60180e99b365a5001165b4d1,1,1,1,17000000,26984,17000000,26984,1,2020,0,0,8,630,6,7,1400,1,1,20,Greater Cairo,Beverly Hills,Sodic,17000000,0,0,15000000
227,619ce4436fd3115b3268e9af,1,1,1,12000000,18750,12000000,18750,11,2021,0,0,8,640,4,5,800,1,0,21,Greater Cairo,Ganet Al Shorouk,,12000000,0,0,16000000
128,602c0cfeae9127001104711d,1,1,0,8000000,12500,8000000,12500,1,2020,0,0,2,640,4,3,640,1,0,8,Greater Cairo,,,8000000,0,0,12000000
650,61cc3cb5c22766c33ea64c5e,1,0,1,3750002,5823,3750002,5823,1,2022,0,0,8,644,3,3,644,0,4,1,Red Sea,Piacera,,3750002,0,0,3750002
121,603525531965850011fa2726,1,1,1,14000000,21538,14000000,21538,1,2020,0,0,8,650,5,5,700,1,0,14,Greater Cairo,Grand Residence,Al Ahly Sabbour developments,14000000,0,0,16000000
349,618c12859bb23202531d931b,1,1,1,13000000,20000,13000000,20000,1,2021,0,0,8,650,5,6,500,1,1,0,Greater Cairo,Al Yasmine Greenland,,13000000,0,0,15000000
678,6187efd2a512754cac803405,1,1,1,49000000,75385,49000000,75385,3,2021,0,0,8,650,5,5,950,1,0,14,Greater Cairo,Katameya Heights,,49000000,0,0,16000000
290,61c1f21ca94cf2ddceeaa9b0,1,1,1,15000000,22727,15000000,22727,11,2021,0,0,8,660,6,6,670,1,1,0,Greater Cairo,Green Hills,,15000000,0,0,15000000
928,6193bfc250ac7c17e1e102a4,0,1,0,7500000,11364,7500000,11364,1,2021,0,0,8,660,6,5,965,1,1,20,Greater Cairo,,,7500000,0,0,12000000
995,618c0ef250988ed12f690ac1,1,1,1,24000000,36036,24000000,36036,1,2021,0,0,8,666,5,6,879,1,0,14,Greater Cairo,Villar,,24000000,0,0,16000000
621,618d31229bb23202531dcc71,0,1,1,27300000,40807,27300000,40807,1,2021,0,0,8,669,5,6,2064,1,1,0,Greater Cairo,Palm Hills Golf Views,Palm Hills,27300000,0,0,27300000
354,6193a7ef9bb23202531fbc33,0,1,1,29500000,44096,29500000,44096,1,2021,0,0,8,669,5,6,2064,1,1,0,Greater Cairo,Palm Hills Golf Views,Palm Hills,29500000,0,0,27300000
54,616c2af0578e1e15fd9aa034,1,1,1,20000000,29851,20000000,29851,1,2021,0,0,8,670,4,5,800,1,1,0,Greater Cairo,Karma Heights,,20000000,0,0,16000000
889,618d28ee50ac7c17e1df0f8a,0,1,1,24000000,35036,24000000,35036,1,2021,0,0,8,685,6,5,788,1,0,14,Greater Cairo,Cairo Festival City,Al-Futtaim Group,24000000,0,0,12000000
312,618bf6ae50988ed12f690406,0,1,1,16000000,22857,16000000,22857,1,2021,0,0,8,700,5,5,900,1,1,0,Greater Cairo,Palm Hills Golf Extension,Palm Hills,16000000,0,0,14000000
221,619303119bb23202531fa342,0,1,1,15000000,21186,15000000,21186,3,2021,0,0,8,708,6,6,871,1,1,0,Greater Cairo,Westridge,,15000000,0,0,14000000
779,6193fac550988ed12f6b4984,1,1,1,47500000,66901,47500000,66901,1,2021,0,0,8,710,4,5,1090,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,47500000,0,0,16000000
526,61b9c2f6098121c98ba25df2,1,1,1,17000000,23611,17000000,23611,11,2021,0,0,8,720,6,6,900,1,1,20,Greater Cairo,Royal City,,17000000,0,0,15000000
833,61913c8850988ed12f6a36ff,0,1,1,9000000,12000,9000000,12000,2,2021,0,0,8,750,4,4,640,1,1,20,Greater Cairo,Royal Meadows,,9000000,0,0,11000000
468,6187f0f7a512754cac803467,0,1,1,15000000,20000,15000000,20000,7,2021,0,0,8,750,5,6,800,1,0,14,Greater Cairo,Dyar Park,,15000000,0,0,11000000
230,61c0acda4b94e78d4dfc38e9,1,1,1,8500000,11333,8500000,11333,1,2021,0,0,8,750,4,4,570,1,1,0,Greater Cairo,Al Yasmine Greenland,,8500000,0,0,16000000
906,618d271150988ed12f694361,1,1,1,8500000,11333,8500000,11333,8,2021,0,0,8,750,6,6,900,1,1,0,Greater Cairo,Concordia,,8500000,0,0,17000000
620,618bb3f150988ed12f68ef36,1,1,1,15500000,20667,15500000,20667,9,2021,0,0,8,750,4,3,700,1,0,14,Greater Cairo,West Golf,,15500000,0,0,16000000
985,61d18bc17f3ac73df7fe2223,1,1,1,21000000,26250,21000000,26250,1,2021,0,0,8,800,6,6,800,0,4,1,Red Sea,La Vista 6,la vista developments,21000000,0,0,17000000
864,6193aea350ac7c17e1e0fdef,0,1,1,14350000,17716,14350000,17716,1,2021,0,0,8,810,6,6,850,1,0,14,Greater Cairo,Concord Plaza,,14350000,0,0,19000000
49,6140bbf517fc8d7ea7e4e6d0,0,1,1,22000000,25882,22000000,25882,5,2021,0,0,8,850,5,6,1250,1,0,14,Greater Cairo,Palm Hills Kattameya,Palm Hills,22000000,0,0,19000000
337,618ba93d9bb23202531d74a7,0,1,1,15000000,17143,15000000,17143,8,2021,0,0,8,875,6,6,1440,1,1,0,Greater Cairo,Al Safwa 6th October,,15000000,0,0,17000000
708,618821e91fddc365530d54f5,1,1,1,30000000,33333,30000000,33333,5,2021,0,0,8,900,4,5,1050,1,0,14,Greater Cairo,Palm Hills Kattameya,Palm Hills,30000000,0,0,16000000
23,615d7ed77a8f276abcd8d0a4,1,1,1,30000000,33333,30000000,33333,1,2021,0,0,8,900,5,6,890,1,0,14,Greater Cairo,Lake View,Al Hazek,30000000,0,0,16000000
722,618c08b29bb23202531d90af,1,1,1,11500000,12366,11500000,12366,1,2021,0,0,8,930,6,6,1070,1,1,20,Greater Cairo,Royal Meadows,,11500000,0,0,17000000
251,6193bb7f50988ed12f6b3b71,1,1,1,16000000,16667,16000000,16667,1,2021,0,0,8,960,3,5,960,1,3,2,Matrouh,Seashell,,16000000,0,0,3750002
254,6193cc1f9bb23202531fc621,0,1,1,30000000,30928,30000000,30928,1,2021,0,0,8,970,6,6,1200,1,1,0,Greater Cairo,Kingsrange,,30000000,0,0,17000000
452,618c1d7950ac7c17e1dedafb,1,1,0,16000000,16000,16000000,16000,1,2021,0,0,8,1000,4,6,912,1,1,20,Greater Cairo,,,16000000,0,0,16000000
313,61c0947fc945558b837fde1f,1,1,1,24999998,25000,24999998,25000,1,2021,0,0,8,1000,6,6,1000,1,1,20,Greater Cairo,Legenda,,24999998,0,0,17000000
334,618c0ba09bb23202531d916d,1,1,1,60000000,57143,60000000,57143,1,2021,0,0,8,1050,6,6,1690,1,0,14,Greater Cairo,Katameya Dunes,,60000000,0,0,20000000
374,61dc27509d3bea3a797ebadd,0,1,1,14000000,11915,14000000,11915,1,2021,0,0,8,1175,6,6,1353,1,1,20,Greater Cairo,Royal Meadows,,14000000,0,0,17000000
644,61c87d1f4b94e78d4dfddb8a,0,1,1,12000000,8889,12000000,8889,11,2021,0,0,8,1350,6,6,800,1,1,20,Greater Cairo,Al Feda Gardens Zayed,,12000000,0,0,12000000
285,61dc08d692c3c44685e9f5e8,1,1,0,12000000,8571,12000000,8571,1,2021,0,0,8,1400,6,6,778,0,1,0,Greater Cairo,,,12000000,0,0,12000000
841,619e8c83672173febc1673e3,1,1,1,50000000,34722,50000000,34722,11,2021,0,0,8,1440,4,6,4000,1,1,0,Greater Cairo,City View,,50000000,0,0,50000000
666,619e19236fd3115b32692f4c,1,1,0,22000000,14667,22000000,14667,11,2021,0,0,8,1500,6,6,1200,1,1,20,Greater Cairo,,,22000000,0,0,12000000
150,61c1956ac945558b837fef13,1,1,1,26000000,16250,26000000,16250,12,2021,0,0,8,1600,6,6,1500,0,0,21,Greater Cairo,Al Shorouk Springs,,26000000,0,0,20000000
564,61b0818168d14e894a4fd555,1,1,0,17000000,10119,17000000,10119,11,2021,0,0,8,1680,6,6,1050,1,1,20,Greater Cairo,,,17000000,0,0,12000000
163,6050ec7b13cb4600119b4f58,1,1,0,54000000,25714,54000000,25714,1,2020,0,0,8,2100,5,4,2100,1,0,8,Greater Cairo,,,54000000,0,0,54000000
432,6194074750ac7c17e1e114f5,1,1,1,20000000,9385,20000000,9385,1,2021,0,0,8,2131,6,5,1929,1,0,14,Greater Cairo,Arabella,,20000000,0,0,20000000
137,60ec1d13b074800012f3a51a,1,1,1,50000000,22411,50000000,22411,12,2021,0,0,8,2231,6,8,1900,1,1,0,Greater Cairo,City View,,50000000,0,0,50000000
