,id,finishingType,readyToMove,IsCompound,npv,npvPerMeter,totalPrice,pricePerMeter,deliveryMonth,deliveryYear,IsPrimarySale,hasRealEstateFinancing,unitType,bua,bedrooms,bathrooms,land,garage,city.nameEnglish,district.nameEnglish,region.nameEnglish,compound.nameEnglish,developer.nameEnglish,financialPlan.downPayment,financialPlan.numberOfYears,financialPlan.monthlyPayment,Calculated Price
585,61efe7bce8c44787366566e5,1,1,0,1100000,8462,1100000,8462,1,2021,0,0,0,130,2,1,130,0,1,10,Greater Cairo,,,1100000,0,0,1350000
704,618bf8e350988ed12f6904ae,1,1,1,3100000,23846,3100000,23846,1,2021,0,0,0,130,2,2,235,1,1,20,Greater Cairo,Zayed Regency,al rabwa group,3100000,0,0,4500000
476,6194056d50988ed12f6b4c67,1,1,0,3250000,25000,3250000,25000,1,2021,0,0,0,130,2,2,130,0,0,23,Greater Cairo,,,3250000,0,0,1450000
943,61cc5dcf7f3ac73df7fc8675,1,1,1,2500000,19231,2500000,19231,1,2021,0,0,1,130,2,2,130,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2500000,0,0,2500000
741,61d18c0961795c05c0c0fc9e,1,1,1,1900000,14504,1900000,14504,1,2021,0,0,0,131,3,2,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1900000,0,0,4500000
613,61d05b7ac22766c33ea7b15e,1,1,1,1950000,14885,1950000,14885,1,2021,0,0,0,131,3,2,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1950000,0,0,4500000
716,61b1e2c2c372a9f6242a752e,1,1,1,1750000,13359,1750000,13359,12,2021,0,0,0,131,3,2,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1750000,0,0,4500000
948,619673fff112cc1c07a33873,1,1,0,1650000,12595,1650000,12595,1,2021,0,0,0,131,3,2,131,1,0,9,Greater Cairo,,,1650000,0,0,4500000
987,6182b9a88ba090c204ddc59f,1,1,1,1750000,13359,1750000,13359,11,2021,0,0,0,131,3,2,131,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1750000,0,0,4500000
383,61a8acc5c2b2446cf34887e7,1,1,1,1299996,9848,1299996,9848,12,2021,0,0,1,132,2,2,132,0,4,1,Red Sea,Piacera,,1299996,0,0,2500000
966,61f9521dc85a501299c31cd9,1,1,1,4000000,30075,4000000,30075,2,2021,0,1,0,133,2,2,0,0,0,14,Greater Cairo,Mivida,Emaar Misr,4000000,0,0,4500000
84,615d7c7a617fb648f1d55f7e,1,1,1,3700000,27820,3700000,27820,1,2021,0,0,0,133,2,2,133,1,0,14,Greater Cairo,Cairo Festival City,Al-Futtaim Group,3700000,0,0,4500000
818,618930b5c9d894e71c0b4802,1,1,1,3150000,23684,3150000,23684,4,2021,0,0,1,133,3,2,133,1,3,22,Matrouh,Bo Islands,,3150000,0,0,2500000
388,618c0e859bb23202531d9266,1,1,1,3600000,27068,3600000,27068,1,2021,0,0,0,133,2,2,133,1,0,14,Greater Cairo,Cairo Festival City,Al-Futtaim Group,3600000,0,0,4500000
368,619698fdd429fbcb38a517c5,1,1,0,1600000,11852,1600000,11852,1,2021,0,0,0,135,3,2,135,1,0,9,Greater Cairo,,,1600000,0,0,4500000
29,616e8f4f861635c8ce47f7b7,0,1,1,1650000,12222,1650000,12222,10,2021,0,0,0,135,2,1,135,0,0,14,Greater Cairo,Midtown New Cairo,Better Home  ,1650000,0,0,1650000
929,61ab3da2c2b2446cf349644b,1,1,1,2500000,18519,2500000,18519,11,2021,0,0,1,135,2,2,135,0,4,1,Red Sea,Marina Wadi Al Dome,,2500000,0,0,750000
350,61cc4528c22766c33ea64e39,1,1,1,1900000,13971,1900000,13971,12,2021,0,0,0,136,2,2,136,0,0,14,Greater Cairo,Lake View,Al Hazek,1900000,0,0,4500000
157,613f317ba155db33e3fe47df,1,1,1,3200000,23529,3200000,23529,1,2021,0,1,0,136,2,2,136,1,0,14,Greater Cairo,Mivida,Emaar Misr,3200000,0,0,4500000
291,61c9ad63a07c7a12e11898ed,1,1,1,2199998,16176,2199998,16176,1,2021,0,0,0,136,2,2,136,1,0,14,Greater Cairo,Lake View,Al Hazek,2199998,0,0,4500000
597,61c9e828e41ba53f7d474fef,1,1,1,2199999,16176,2199999,16176,1,2021,0,0,0,136,2,2,136,1,0,14,Greater Cairo,Lake View,Al Hazek,2199999,0,0,4500000
879,61d1af98c22766c33ea7f44b,1,1,1,2200000,16176,2200000,16176,1,2021,0,0,0,136,2,2,136,0,0,14,Greater Cairo,Lake View Residence,,2200000,0,0,4500000
442,61acd7bc9fff4f9cda659d45,1,1,1,2650000,19343,2650000,19343,11,2021,0,1,0,137,2,2,137,1,1,20,Greater Cairo,Casa,Palm Hills,2650000,0,0,3500000
734,618be56d9bb23202531d875d,1,1,1,2565000,18723,2565000,18723,1,2021,0,1,0,137,2,2,137,1,1,20,Greater Cairo,Casa,Palm Hills,2565000,0,0,3500000
672,6193be3f50988ed12f6b3c65,1,1,1,3900000,28058,3900000,28058,1,2021,0,0,0,139,2,2,139,1,0,14,Greater Cairo,Cairo Festival City,Al-Futtaim Group,3900000,0,0,4500000
530,6193bc3850ac7c17e1e1019f,1,1,1,6600000,47143,6600000,47143,1,2021,0,0,1,140,3,2,200,1,3,22,Matrouh,Marassi,Emaar Misr,6600000,0,0,3700000
83,6155a627f27bd750d45c2183,1,1,1,3800000,27143,3800000,27143,1,2021,0,1,0,140,2,3,140,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,3800000,0,0,4500000
389,61d194cd7f3ac73df7fe23b7,1,0,1,2750000,19643,2750000,19643,1,2022,0,0,1,140,3,2,140,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2750000,0,0,2500000
190,60ad6d77f426ee001142441c,1,0,0,5100000,36429,5100000,36429,12,2020,0,0,0,140,2,1,140,0,0,23,Greater Cairo,,,5100000,0,0,1350000
625,61912b4c9bb23202531eb8e8,1,1,0,1200000,8571,1200000,8571,11,2021,0,0,0,140,3,2,0,1,1,10,Greater Cairo,,,1200000,0,0,4500000
662,61d40b4dd1a46653f3b752e3,1,1,1,2500000,17857,2500000,17857,1,2022,0,0,1,140,3,2,260,0,4,1,Red Sea,La Vista 3,la vista developments,2500000,0,0,3700000
735,61c99c48a07c7a12e1189479,1,1,1,3299999,23571,3299999,23571,1,2021,0,0,0,140,2,3,140,1,0,14,Greater Cairo,Lake View Residence,,3299999,0,0,4500000
80,6059f1bdb88eda00110d2866,1,1,1,3400000,24286,3400000,24286,1,2021,0,1,0,140,2,2,140,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,3400000,0,0,4500000
250,6193184d9bb23202531fa526,1,1,1,3200000,22857,3200000,22857,2,2021,0,0,2,140,3,1,200,1,4,1,Red Sea,La Vista Topaz,la vista developments,3200000,0,0,2500000
195,6140c19417fc8d7ea7e4e7b1,1,1,1,3850000,27500,3850000,27500,1,2021,0,1,0,140,2,2,140,1,1,20,Greater Cairo,Belle Vie,Emaar Misr,3850000,0,0,3500000
760,61d1b04161795c05c0c10428,1,1,1,2299998,16429,2299998,16429,1,2021,0,0,0,140,2,3,140,0,0,14,Greater Cairo,Lake View Residence,,2299998,0,0,4500000
462,61c9ed3e400a5a9d20c1221e,1,1,1,2299997,16429,2299997,16429,1,2021,0,0,0,140,2,3,140,1,0,14,Greater Cairo,Lake View Residence,,2299997,0,0,4500000
397,61bef69563c3b38c0d33826b,1,1,1,2000000,14286,2000000,14286,12,2021,0,0,1,140,2,1,240,0,4,1,Red Sea,La Vista Topaz,la vista developments,2000000,0,0,1000000
890,618d2a5f50988ed12f69449a,1,1,1,2550000,18214,2550000,18214,1,2021,0,1,0,140,2,2,290,1,1,20,Greater Cairo,Beverly Hills,Sodic,2550000,0,0,3200000
259,61cc596f61795c05c0bf5cd1,1,1,1,3100000,22143,3100000,22143,1,2021,0,1,1,140,3,3,140,0,3,22,Matrouh,Hacienda Bay,Palm Hills,3100000,0,0,2500000
690,61d40d21d1a46653f3b75a28,1,1,1,3750000,26786,3750000,26786,1,2022,0,0,1,140,3,3,140,0,3,16,Matrouh,La Vista Bay,,3750000,0,0,2500000
790,61890cd2c9d894e71c0b3e39,1,1,1,1900000,13571,1900000,13571,11,2021,0,0,1,140,3,2,140,0,4,1,Red Sea,Blumar Ain Sokhna,,1900000,0,0,2500000
487,61cc6997c22766c33ea653f1,1,1,1,7749999,55357,7749999,55357,1,2021,0,0,1,140,3,2,140,0,3,22,Matrouh,Marassi,Emaar Misr,7749999,0,0,2500000
523,61dc22767f83d49769f33106,1,1,1,2200000,15714,2200000,15714,1,2021,0,1,0,140,2,2,140,0,1,20,Greater Cairo,Beverly Hills,Sodic,2200000,0,0,3500000
448,618b166fa28227d4fdbbfd1c,1,1,0,2800000,20000,2800000,20000,8,2021,0,0,0,140,2,2,140,1,0,23,Greater Cairo,,,2800000,0,0,3500000
521,61c9d8ff8f62bc5866aa4275,1,1,1,3300000,23571,3300000,23571,1,2021,0,0,0,140,2,3,140,1,0,14,Greater Cairo,Lake View Residence,,3300000,0,0,4500000
336,61c9a44c83191bdf74b2dd85,1,1,1,2300000,16429,2300000,16429,1,2021,0,0,0,140,2,3,140,1,0,14,Greater Cairo,Lake View Residence,,2300000,0,0,4500000
816,61d1b3e3f71e6c3484eff7f1,1,1,1,2878500,20561,2878500,20561,1,2021,0,0,0,140,2,3,140,0,0,14,Greater Cairo,Lake View Residence,,2878500,0,0,4500000
321,618d6f6c50ac7c17e1df50e7,1,1,1,2900000,20714,2900000,20714,1,2021,0,0,1,140,3,2,140,1,4,1,Red Sea,La Vista 6,la vista developments,2900000,0,0,2500000
95,60dc82cc8d6cb70012cce364,1,1,1,7000000,49645,7000000,49645,6,2021,0,0,1,141,3,3,141,1,3,22,Matrouh,Marassi,Emaar Misr,6500000,0,0,2500000
288,618d177850ac7c17e1df085a,1,1,1,8200000,58156,8200000,58156,1,2021,0,0,1,141,3,2,321,1,3,22,Matrouh,Marassi,Emaar Misr,8200000,0,0,3700000
793,61c9d5ff8f62bc5866aa422f,1,1,1,1899998,13380,1899998,13380,1,2021,0,0,0,142,2,3,142,1,0,14,Greater Cairo,Lake View Residence,,1899998,0,0,4500000
579,61bde0dee963318ba6f23c36,1,1,1,2739825,19295,7378888,51964,12,2021,1,0,0,142,2,3,142,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,590311,8,70714,4500000
802,61d1b33ff6765d486752b01e,1,1,1,1900000,13380,1900000,13380,1,2021,0,0,0,142,2,3,142,0,0,14,Greater Cairo,Lake View Residence,,1900000,0,0,4500000
562,61c9b17b83191bdf74b2df47,1,1,1,1900000,13380,1900000,13380,1,2021,0,0,0,142,2,3,142,1,0,14,Greater Cairo,Lake View Residence,,1900000,0,0,4500000
847,618ba9e89bb23202531d74ce,1,1,1,7688000,53762,7688000,53762,11,2021,0,0,1,143,3,2,143,0,3,22,Matrouh,Marassi,Emaar Misr,7688000,0,0,2500000
38,6140cd5601328387fa3840c1,1,1,1,2600000,18182,2600000,18182,1,2021,0,1,0,143,2,2,143,1,1,0,Greater Cairo,Badya Palm Hills,Palm Hills,2600000,0,0,3500000
626,61cc567c61795c05c0bf5c4f,1,1,1,7100000,49306,7100000,49306,1,2021,0,0,1,144,3,2,144,0,3,22,Matrouh,Marassi,Emaar Misr,7100000,0,0,2500000
342,61c093834b94e78d4dfc35fc,1,1,1,3700000,25517,3700000,25517,1,2021,0,0,0,145,3,3,145,1,1,0,Greater Cairo,O West,Orascom Development,3700000,0,0,4500000
53,60180e99b365a5001165b4d0,1,1,1,2400000,16552,2400000,16552,1,2020,0,1,0,145,3,3,145,1,1,20,Greater Cairo,Beverly Hills,Sodic,2400000,0,0,4500000
253,6193adf350ac7c17e1e0fdc6,1,1,0,3200000,22069,3200000,22069,1,2021,0,0,0,145,2,2,145,0,0,23,Greater Cairo,,,3200000,0,0,3500000
638,61cc63d37f3ac73df7fc877b,1,1,1,1900000,13103,1900000,13103,1,2021,0,0,1,145,3,2,145,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,1900000,0,0,2500000
903,61f00424f3327f214b55b78b,1,1,0,1750000,12069,1750000,12069,1,2021,0,0,0,145,3,1,144,1,0,9,Greater Cairo,,,1750000,0,0,4500000
567,61cc85e97f3ac73df7fc8e3f,1,1,1,1000000,6897,1000000,6897,12,2021,0,0,1,145,2,1,145,0,3,2,Matrouh,Marseilia Land,,1000000,0,0,1000000
384,6192369d9bb23202531f49f8,1,1,1,3000000,20690,3000000,20690,3,2022,0,0,0,145,3,2,145,0,0,14,Greater Cairo,The Address east,,3000000,0,0,4500000
181,60203239520b210011f7ed64,1,1,1,2250000,15411,2250000,15411,1,2020,0,0,0,146,3,2,146,1,1,20,Greater Cairo,Zayed Dunes Complex,,2250000,0,0,4500000
60,61420ce72c16f3c4e1a2920c,1,1,1,2450000,16781,2450000,16781,9,2021,0,1,0,146,2,3,146,1,0,14,Greater Cairo,Palm Hills Village Gate,Palm Hills,2450000,0,0,4500000
322,61c9f1c18f62bc5866aa46ad,1,1,1,2100000,14384,2100000,14384,1,2021,0,1,0,146,2,2,146,1,0,14,Greater Cairo,Palm Hills Village Gate,Palm Hills,2100000,0,0,4500000
481,61c874454b94e78d4dfddade,1,1,1,1800000,12245,1800000,12245,11,2021,0,0,1,147,4,3,147,0,4,1,Red Sea,Empire Resort,,1800000,0,0,2500000
740,61bddf97e963318ba6f23be8,1,1,1,2687842,18285,7238888,49245,6,2021,1,0,0,147,2,3,147,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,579111,8,69373,4500000
608,61cd7fe661795c05c0bfeec1,1,1,1,2209998,15034,2209998,15034,1,2021,0,0,0,147,3,2,147,0,0,14,Greater Cairo,Fifth Square,AlMarasem developments,2209998,0,0,4500000
269,61cc30c061795c05c0bf5391,1,0,1,4450002,30068,4450002,30068,1,2022,0,0,0,148,2,3,148,0,0,14,Greater Cairo,Mivida,Emaar Misr,4450002,0,0,4500000
832,6194b6a19bb23202531ffb5a,1,1,1,4950000,33333,4950000,33333,11,2021,0,0,2,148,2,3,148,0,2,19,Red Sea,Soma Bay,,4950000,0,0,3500000
378,61cc785bc22766c33ea657cc,1,1,1,2250000,15203,2250000,15203,1,2021,0,0,0,148,3,3,0,0,0,14,Greater Cairo,Rehab City Fifth Phase,talaat moustafa group,2250000,0,0,4500000
246,61f00439e8c44787366569a7,1,1,1,3500000,23649,3500000,23649,1,2021,0,0,0,148,2,2,148,0,0,14,Greater Cairo,Park View,,3500000,0,0,4500000
90,613f07425cda62142bded0d6,1,1,1,4350000,29392,4350000,29392,10,2021,0,1,0,148,2,2,148,1,0,14,Greater Cairo,Mivida,Emaar Misr,4350000,0,0,4500000
18,60509d1ab332190012111d4b,1,1,1,2200000,14765,2200000,14765,1,2020,0,0,0,149,3,2,149,1,1,20,Greater Cairo,Zayed Regency,al rabwa group,2200000,0,0,4500000
763,61cc2f5f7f3ac73df7fc7d56,1,0,1,2355000,15805,2355000,15805,1,2022,0,0,0,149,2,3,149,1,0,14,Greater Cairo,Mivida,Emaar Misr,2355000,0,0,4500000
327,61efe90cec1836507dc9515b,1,1,0,1400000,9333,1400000,9333,1,2021,0,0,0,150,3,1,150,0,1,10,Greater Cairo,,,1400000,0,0,1350000
407,61a36df14789eebeb473c72f,1,1,1,3383000,22553,3383000,22553,11,2021,0,0,1,150,3,2,150,0,3,2,Matrouh,Porto Marina,,3383000,0,0,2500000
574,61d18e50c22766c33ea7f038,1,1,1,2950000,19667,2950000,19667,1,2021,0,0,4,150,3,2,150,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2950000,0,0,2500000
372,619f78e116a2283c8389b802,1,1,1,2670000,17800,2670000,17800,11,2021,0,0,0,150,2,3,150,1,0,14,Greater Cairo,The Village,,2670000,0,0,4500000
560,61dc04cf92c3c44685e9f57a,1,1,0,1350000,9000,1350000,9000,1,2021,0,0,0,150,3,2,150,0,1,20,Greater Cairo,,,1350000,0,0,4500000
394,6194098050988ed12f6b4dde,1,1,0,6000000,40000,6000000,40000,1,2021,0,0,0,150,2,2,150,0,0,23,Greater Cairo,,,6000000,0,0,3500000
913,61420ba62c16f3c4e1a291a4,1,1,1,3200000,21333,3200000,21333,9,2021,0,1,0,150,2,3,270,1,0,14,Greater Cairo,Eastown,Sodic,3200000,0,0,4500000
515,618829c9a512754cac804187,1,1,0,1400000,9333,1400000,9333,2,2021,0,0,0,150,2,2,150,1,1,3,Greater Cairo,,,1400000,0,0,3500000
789,61cc843bc22766c33ea659a8,1,1,1,1499999,10000,1499999,10000,1,2021,0,0,6,150,3,2,150,0,4,1,Red Sea,Azha,MADAAR developments,1499999,0,0,7000000
652,6188f93026deab16b7e24911,1,1,0,1600000,10667,1600000,10667,11,2021,0,0,0,150,3,2,450,1,0,14,Greater Cairo,,,1600000,0,0,4500000
951,61d1ab2061795c05c0c1031b,1,0,1,4142000,27613,4142000,27613,1,2022,0,0,0,150,2,3,150,0,1,0,Greater Cairo,O West,Orascom Development,4142000,0,0,3500000
178,604914c7b287a80011ec6ddb,1,1,0,3500000,23333,3500000,23333,1,2020,0,0,0,150,2,1,150,0,0,23,Greater Cairo,,,3500000,0,0,1350000
398,618c1c509bb23202531d9585,0,1,1,2200000,14474,2200000,14474,1,2021,0,0,0,152,3,2,152,1,1,0,Greater Cairo,Sun Capital,Arabia holding,2200000,0,0,2500000
897,61d1b858f6765d486752b10d,1,1,1,2567000,16888,2567000,16888,1,2021,0,0,0,152,3,3,152,0,0,14,Greater Cairo,Taj City,MNHD,2567000,0,0,4500000
379,61bbc276e8828d387c3eb155,1,0,1,2128294,13911,6066888,39653,3,2024,1,0,0,153,3,4,153,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,303344,8,60037,4000000
938,61912b0750ac7c17e1dff9df,1,1,1,3000000,19608,3000000,19608,2,2021,0,1,0,153,2,3,153,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,3000000,0,0,3500000
122,60a26dd684d7810011fe903a,1,1,1,3150000,20588,3150000,20588,12,2020,0,0,0,153,3,2,153,1,0,14,Greater Cairo,Katameya Plaza,,3150000,0,0,4500000
319,619ba8f45c9c291d4bb2e922,1,1,1,2000000,13072,2000000,13072,11,2021,0,0,0,153,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,2000000,0,0,4500000
355,6192e52550ac7c17e1e0e11e,1,1,1,3100000,20261,3100000,20261,1,2021,0,1,0,153,2,2,153,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,3100000,0,0,3500000
381,61bbc49163c3b38c0d3300e9,1,0,1,2170040,14092,6185888,40169,3,2024,1,0,0,154,3,4,154,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,309294,8,61215,4000000
809,61c9965183191bdf74b2d936,1,1,1,3919813,25289,3919813,25289,1,2021,0,0,0,155,3,3,155,1,0,14,Greater Cairo,Azad,,3919813,0,0,4500000
119,60d09fa1992dcd001264da5e,1,1,1,5600000,36129,5600000,36129,6,2021,0,0,1,155,3,3,155,1,3,22,Matrouh,Marassi,Emaar Misr,5600000,0,0,2500000
949,6141dc0a849c2823ae37c59e,0,1,1,1850000,11935,1850000,11935,3,2021,0,0,0,155,2,2,155,1,0,14,Greater Cairo,Village Gardens Katameya,sakneen temp,1850000,0,0,1850000
856,61bbc3d9e8828d387c3eb181,1,0,1,2152149,13885,6134888,39580,3,2024,1,0,0,155,3,4,155,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,306744,8,60710,4000000
97,617ff14759d640fe2f108bd3,1,1,1,2150000,13871,2150000,13871,1,2021,0,0,0,155,3,3,155,1,0,14,Greater Cairo,Rehab City Second Phase,talaat moustafa group,2150000,0,0,4500000
595,61d1971c61795c05c0c0ff68,0,0,1,2500000,16129,2500000,16129,1,2022,0,0,1,155,3,2,155,0,3,16,Matrouh,La Vista Bay,,2500000,0,0,2500000
594,61c88fc1c945558b83818841,1,1,1,2300000,14839,2300000,14839,12,2021,0,0,0,155,3,3,0,1,0,14,Greater Cairo,Rehab City Second Phase,talaat moustafa group,2300000,0,0,4500000
435,619f820616a2283c8389bb29,1,1,1,2250000,14516,2250000,14516,11,2021,0,0,0,155,3,3,0,1,0,14,Greater Cairo,Rehab City Second Phase,talaat moustafa group,2250000,0,0,4500000
134,60203cad5d1a040011af1c52,1,1,1,2800000,18065,2800000,18065,1,2020,0,0,0,155,2,2,155,1,0,14,Greater Cairo,Katameya Plaza,,2800000,0,0,4500000
133,60203cad5d1a040011af1c51,1,1,1,4500000,29032,4500000,29032,1,2020,0,0,0,155,2,2,278,1,0,14,Greater Cairo,Katameya Plaza,,4500000,0,0,4500000
98,613f498660f39f26da44ba29,1,1,1,3750000,24038,3750000,24038,1,2021,0,1,0,156,2,2,156,1,0,14,Greater Cairo,Mivida,Emaar Misr,3750000,0,0,4500000
173,613f50aaa155db33e3fe5ca7,1,1,1,3700000,23718,3700000,23718,3,2021,0,1,0,156,2,1,156,1,0,14,Greater Cairo,Mivida,Emaar Misr,3700000,0,0,1100000
142,613f295e146fafde26cb8c24,1,1,1,3600000,23077,3600000,23077,1,2021,0,1,0,156,2,2,156,1,0,14,Greater Cairo,Mivida,Emaar Misr,3600000,0,0,4500000
861,61a8b48e0ef7eff1c7f0e1db,1,1,0,1600000,10256,1600000,10256,12,2021,0,0,0,156,3,2,156,0,0,8,Greater Cairo,,,1600000,0,0,4500000
545,61bde2e5e963318ba6f23c9e,1,1,1,2833765,18050,7631888,48611,6,2021,1,0,0,157,2,3,157,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,610551,8,73139,4500000
660,61bbc538e963318ba6f1f5cb,1,0,1,2203016,14032,6279888,40000,3,2024,1,0,0,157,3,4,157,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,313994,8,62145,4000000
296,61bbc637e8828d387c3eb1bd,1,0,1,2252830,14259,6421888,40645,3,2024,1,0,0,158,3,4,158,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,321094,8,63550,4000000
433,618bad9c50988ed12f68ed4a,1,1,1,2550000,16139,2550000,16139,10,2021,0,1,0,158,2,2,158,1,1,0,Greater Cairo,October Plaza,Sodic,2550000,0,0,3500000
146,616d549dcc2d391fa6a8f3bc,0,1,1,2250000,14151,2250000,14151,10,2021,0,0,0,159,2,2,159,0,0,14,Greater Cairo,Village Gardens Katameya,,2250000,0,0,1850000
138,616d5681122af94eaad4e793,0,1,1,2000000,12579,2000000,12579,10,2021,0,0,0,159,2,2,159,0,0,14,Greater Cairo,Village Gardens Katameya,,2000000,0,0,1850000
935,619303d850ac7c17e1e0e43b,1,1,1,4300000,26875,4300000,26875,4,2021,0,0,6,160,2,2,200,1,3,2,Matrouh,La Vista Cascada,la vista developments,4300000,0,0,1000000
172,61409676e119abb88b17de98,1,1,1,2400000,15000,2400000,15000,1,2021,0,0,0,160,2,2,160,1,0,14,Greater Cairo,Village Gardens Katameya,sakneen temp,2400000,0,0,4500000
4,60758126e2455200128c8f6f,1,1,1,2500000,15625,2500000,15625,12,2020,0,0,4,160,1,2,320,1,1,0,Greater Cairo,joud compound,,2500000,0,0,1850000
234,61a89cba0ef7eff1c7f0de6d,1,1,1,3150000,19688,3150000,19688,11,2021,0,0,2,160,3,2,160,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,3150000,0,0,2500000
947,618bf9e850988ed12f6904fc,1,1,0,6000000,37500,6000000,37500,1,2021,0,0,0,160,3,2,160,0,0,23,Greater Cairo,,,6000000,0,0,4500000
444,619315179bb23202531fa4ee,1,1,1,4000000,25000,4000000,25000,3,2021,0,0,0,160,3,3,160,1,0,14,Greater Cairo,Park View,,4000000,0,0,4500000
366,61c9e29d8f62bc5866aa4340,1,1,1,2900000,18125,2900000,18125,1,2021,0,0,0,160,3,3,160,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,2900000,0,0,4500000
538,61cc825e61795c05c0bf6567,1,1,1,2400000,15000,2400000,15000,12,2021,0,0,0,160,3,3,0,0,0,14,Greater Cairo,Rehab City Fifth Phase,talaat moustafa group,2400000,0,0,4500000
212,61bbc18563c3b38c0d330083,1,0,1,2111456,13197,6018888,37619,3,2024,1,0,0,160,3,4,160,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,300944,8,59562,4000000
11,6155ae2a929dd580918463c2,0,1,1,3200000,20000,3200000,20000,2,2021,0,1,0,160,2,2,300,1,0,14,Greater Cairo,Eastown,Sodic,3200000,0,0,2650000
429,61d1b508f71e6c3484eff818,1,1,1,2249999,14062,2249999,14062,1,2021,0,0,0,160,3,3,160,0,0,14,Greater Cairo,Fifth Square,AlMarasem developments,2249999,0,0,4500000
758,6190ec4e50ac7c17e1dfea18,1,1,1,2500000,15432,2500000,15432,11,2021,0,0,0,162,3,3,162,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,2500000,0,0,4500000
114,61dc355992806a62ebfea8ed,0,1,1,2500000,15432,2500000,15432,1,2022,0,0,0,162,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,2500000,0,0,2500000
422,619118f29bb23202531eb476,1,1,1,2500000,15432,2500000,15432,12,2021,0,0,0,162,3,3,162,0,0,14,Greater Cairo,Rehab City Fourth Phase,talaat moustafa group,2500000,0,0,4500000
850,61bdfc8063c3b38c0d335115,1,1,1,2599999,16049,2599999,16049,12,2021,0,0,0,162,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,2599999,0,0,4500000
524,61c35718a94cf2ddceeacf4c,1,1,1,5100000,31481,5100000,31481,12,2021,0,0,0,162,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,5100000,0,0,4500000
842,6189103126deab16b7e250ff,1,1,1,3200000,19632,3200000,19632,6,2021,0,0,0,163,3,3,163,1,1,20,Greater Cairo,Zayed Dunes Complex,,3200000,0,0,4500000
508,618bd50a50ac7c17e1dec936,1,1,1,1700000,10429,1700000,10429,1,2021,0,0,0,163,3,3,163,1,0,14,Greater Cairo,The Square,Al Ahly Sabbour developments,1700000,0,0,4500000
587,61c9cf14e41ba53f7d474a3f,1,1,1,3500000,21341,3500000,21341,1,2021,0,0,0,164,2,3,164,1,0,14,Greater Cairo,90 Avenue,tabarak holding,3500000,0,0,4500000
880,61bbc76ee963318ba6f1f5e9,1,0,1,2263004,13799,6450888,39335,3,2024,1,0,0,164,3,4,164,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,322544,8,63837,4000000
683,618d37ff50988ed12f694aa9,1,1,1,3750000,22727,3750000,22727,1,2021,0,0,1,165,3,2,255,1,4,1,Red Sea,La Vista 6,la vista developments,3750000,0,0,3700000
599,6193af319bb23202531fbe40,1,1,1,3700000,22424,3700000,22424,1,2021,0,0,0,165,3,2,165,1,1,0,Greater Cairo,Amberville,,3700000,0,0,4500000
457,61bbc84e63c3b38c0d33013c,1,0,1,2348951,14237,6695888,40582,3,2024,1,0,0,165,3,4,165,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,334794,8,66261,4000000
360,61c9e61a8f62bc5866aa45b5,1,1,1,3500000,21212,3500000,21212,1,2021,0,0,4,165,3,3,165,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,3500000,0,0,4500000
692,6187f3b81fddc365530d4bef,1,1,1,3700000,22424,3700000,22424,7,2021,0,0,0,165,3,2,165,1,1,0,Greater Cairo,Ivoryhill,,3700000,0,0,4500000
431,61914b9550988ed12f6a3a53,0,0,1,750000,4545,750000,4545,2,2025,0,0,0,165,3,3,165,1,0,14,Greater Cairo,Mountain View iCity,Mountain View,750000,0,0,2500000
