id,finishingType,readyToMove,IsCompound,npv,npvPerMeter,totalPrice,pricePerMeter,deliveryMonth,deliveryYear,IsPrimarySale,hasRealEstateFinancing,unitType,bua,bedrooms,bathrooms,land,garage,city.nameEnglish,district.nameEnglish,region.nameEnglish,compound.nameEnglish,developer.nameEnglish,financialPlan.downPayment,financialPlan.numberOfYears,financialPlan.monthlyPayment
6193beeb9bb23202531fc2c0,ff,1,1,2700000,16071,2700000,16071,1,2021,0,0,chalet,168,3,3,168,1,North Coast,Sidi Abdel Rahman,Matrouh,Bo Islands,,2700000,0,0
61bb9f84e963318ba6f1f2e8,ff,1,1,14000000,32184,14000000,32184,12,2021,0,0,villa,435,5,5,909,1,Giza,6th October City,Greater Cairo,Mena Garden City,mena group,14000000,0,0
6194b6a19bb23202531ffb5a,ff,1,1,4950000,33333,4950000,33333,11,2021,0,0,duplex,148,2,3,148,0,Hurghada,Safaga,Red Sea,Soma Bay,,4950000,0,0
61913c8850988ed12f6a36ff,cs,1,1,9000000,12000,9000000,12000,2,2021,0,0,villa,750,4,4,640,1,Giza,Sheikh Zayed City,Greater Cairo,Royal Meadows,,9000000,0,0
61c99014a07c7a12e118931a,ff,1,1,3350000,14889,3350000,14889,1,2021,0,0,apartment,225,4,3,225,1,Cairo,New Cairo,Greater Cairo,Midtown New Cairo,Better Home  ,3350000,0,0
6187f219a512754cac8034af,ff,1,1,14000000,42424,14000000,42424,3,2021,0,0,villa,330,3,3,730,1,Cairo,New Cairo,Greater Cairo,Seasons Residence,,14000000,0,0
618bc8329bb23202531d7f4e,ff,1,1,5770000,22717,5770000,22717,4,2021,0,0,twin house,254,3,2,278,1,Giza,Sheikh Zayed City,Greater Cairo,Atrio,IWAN Developments,5770000,0,0
61892d23c9d894e71c0b46a8,cs,1,1,11000000,20755,11000000,20755,11,2021,0,0,villa,530,4,4,675,1,Giza,6th October City,Greater Cairo,Palm Hills Golf Extension,Palm Hills,11000000,0,0
618bfe6450988ed12f69066f,cs,1,1,7900000,17174,7900000,17174,1,2021,0,0,villa,460,5,5,827,1,Giza,Sheikh Zayed City,Greater Cairo,Royal Meadows,,7900000,0,0
618d31fb50ac7c17e1df1202,cs,1,1,6750000,17952,6750000,17952,1,2021,0,0,twin house,376,4,4,610,1,Cairo,New Cairo,Greater Cairo,Mountain View Hyde Park,Mountain View,6750000,0,0
618bcd2650ac7c17e1dec73d,cs,1,1,4150000,15485,4150000,15485,1,2021,0,0,town house,268,3,3,378,1,Cairo,New Cairo,Greater Cairo,The Square,Al Ahly Sabbour developments,4150000,0,0
619e8c83672173febc1673e3,ff,1,1,50000000,34722,50000000,34722,11,2021,0,0,villa,1440,4,6,4000,1,Giza,6th October City,Greater Cairo,City View,,50000000,0,0
6189103126deab16b7e250ff,ff,1,1,3200000,19632,3200000,19632,6,2021,0,0,apartment,163,3,3,163,1,Giza,Sheikh Zayed City,Greater Cairo,Zayed Dunes Complex,,3200000,0,0
607d75517e2ba60012d79cd1,ff,0,1,3674993,17840,10475888,50854,3,2025,1,0,town house,206,3,4,272,1,Giza,Sheikh Zayed City,Greater Cairo,Belle Vie,Emaar Misr,523794,8,103668
618be49a9bb23202531d870e,ff,1,0,2200000,8462,2200000,8462,4,2021,0,0,apartment,260,3,2,260,1,Giza,6th October City,Greater Cairo,,,2200000,0,0
6187e613ceeafa6dccba7a18,ff,1,1,3900000,14029,3900000,14029,5,2021,0,0,town house,278,3,4,280,1,Giza,6th October City,Greater Cairo,Grand Heights 6th October,,3900000,0,0
618fe53350988ed12f69e712,cs,1,1,2500000,14970,2500000,14970,3,2021,0,0,penthouse,167,3,2,242,1,Giza,6th October City,Greater Cairo,Mountain View Chill Out Park,Mountain View,2500000,0,0
618ba9e89bb23202531d74ce,ff,1,1,7688000,53762,7688000,53762,11,2021,0,0,chalet,143,3,2,143,0,North Coast,Sidi Abdel Rahman,Matrouh,Marassi,Emaar Misr,7688000,0,0
618be2dd50ac7c17e1decc26,ff,1,1,3530000,16045,3530000,16045,3,2021,0,1,apartment,220,3,4,220,1,Giza,6th October City,Greater Cairo,October Plaza,Sodic,3530000,0,0
61dae96dcde00e20f597242e,ff,1,1,4000000,16129,4000000,16129,1,2021,0,0,town house,248,4,4,197,1,Giza,6th October City,Greater Cairo,First Heights,,4000000,0,0
61bdfc8063c3b38c0d335115,ff,1,1,2599999,16049,2599999,16049,12,2021,0,0,apartment,162,3,3,0,1,Cairo,New Cairo,Greater Cairo,El Rehab Extension,talaat moustafa group,2599999,0,0
5fe36ccbdcfe4f001171da1c,ff,0,1,1707329,14012,4866888,39942,9,2023,1,0,apartment,122,2,3,122,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,243344,8,48162
619399079bb23202531fb8ac,ff,1,1,6000000,16484,6000000,16484,1,2021,0,0,duplex,364,3,4,364,1,North Coast,Al Alamein,Matrouh,Seashell,,6000000,0,0
6187e2ceceeafa6dccba7955,cs,1,1,6500000,19697,6500000,19697,9,2021,0,0,villa,330,4,5,424,1,Giza,6th October City,Greater Cairo,Westridge,,6500000,0,0
61cc60e661795c05c0bf5e64,ff,1,1,4150000,18202,4150000,18202,1,2021,0,1,chalet,228,3,3,228,0,North Coast,Sidi Abdel Rahman,Matrouh,Hacienda Bay,Palm Hills,4150000,0,0
61c0ae4cc945558b837fe0ac,ff,1,1,2850000,22619,2850000,22619,1,2021,0,0,apartment,126,2,2,126,1,Giza,Sheikh Zayed City,Greater Cairo,Karma Residence,,2850000,0,0
61bbc3d9e8828d387c3eb181,ff,0,1,2152149,13885,6134888,39580,3,2024,1,0,apartment,155,3,4,155,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,306744,8,60710
619311c750ac7c17e1e0e589,ff,1,1,5000000,27778,5000000,27778,2,2021,0,0,villa,180,3,4,200,1,Suez,Al Ain Al Sokhna,Red Sea,Telal Al Sokhna,,5000000,0,0
61bbbfdd63c3b38c0d33004b,ff,0,1,1776437,14682,5063888,41851,3,2024,1,0,apartment,121,3,2,121,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,253194,8,50111
61b76f93deb36dd027186f50,ff,0,1,6465296,18420,18429888,52507,3,2024,1,0,villa,351,4,3,409,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,921494,8,182379
61bbc0c263c3b38c0d33005f,ff,0,1,1787312,14651,5094888,41762,3,2024,1,0,apartment,122,2,3,122,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,254744,8,50418
61a8b48e0ef7eff1c7f0e1db,ff,1,0,1600000,10256,1600000,10256,12,2021,0,0,apartment,156,3,2,156,0,Cairo,Maadi,Greater Cairo,,,1600000,0,0
619e8fdb02c6f31295f617a8,ff,1,1,5000000,12500,5000000,12500,11,2021,0,0,duplex,400,4,4,460,0,Giza,Sheikh Zayed City,Greater Cairo,Beverly Hills,Sodic,5000000,0,0
61cc4270c22766c33ea64ddc,ff,1,1,3700000,19474,3700000,19474,1,2021,0,0,chalet,190,3,3,190,0,North Coast,Fouka,Matrouh,Fouka Bay,Tatweer Misr,3700000,0,0
6193aea350ac7c17e1e0fdef,cs,1,1,14350000,17716,14350000,17716,1,2021,0,0,villa,810,6,6,850,1,Cairo,New Cairo,Greater Cairo,Concord Plaza,,14350000,0,0
6187ff4083b9d1093bde3079,cs,1,1,2650000,21200,2650000,21200,5,2021,0,1,apartment,125,2,2,125,1,Giza,Sheikh Zayed City,Greater Cairo,Westown,Sodic,2650000,0,0
618ba39b50ac7c17e1deba47,cs,1,1,5500000,15942,5500000,15942,2,2021,0,0,duplex,345,3,4,400,1,Giza,6th October City,Greater Cairo,Ivoryhill,,5500000,0,0
61e6cf2b071bfe518fdc449f,ff,1,1,1300000,13000,1300000,13000,1,2021,0,0,chalet,100,2,2,100,0,Suez,Al Ain Al Sokhna,Red Sea,Porto Sokhna,,1300000,0,0
618bfb4850988ed12f690581,ff,0,1,4600000,23590,4600000,23590,1,2022,0,0,apartment,195,3,3,285,1,Giza,6th October City,Greater Cairo,District One,,4600000,0,0
618bb0da9bb23202531d7741,ff,1,1,2450000,20417,2450000,20417,11,2021,0,0,chalet,120,2,1,420,0,North Coast,Sidi Abdel Rahman,Matrouh,Blumar North Coast,,2450000,0,0
619406bd50ac7c17e1e114a7,ff,1,1,6250000,26483,6250000,26483,1,2021,0,0,apartment,236,3,4,236,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,6250000,0,0
61d1af73c22766c33ea7f442,cs,0,1,8750000,30382,8750000,30382,1,2022,0,0,villa,288,4,4,364,0,Giza,Sheikh Zayed City,Greater Cairo,Patio Al Zahraa,,8750000,0,0
61dc063019ee10facb9f8cb7,ff,1,1,2800000,12335,2800000,12335,1,2021,0,0,apartment,227,3,3,227,0,Giza,Sheikh Zayed City,Greater Cairo,La Ville,,2800000,0,0
61b77470deb36dd027187000,ff,0,1,6704545,19895,19111888,56712,3,2024,1,0,villa,337,4,5,390,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,955594,8,189128
618d87999bb23202531e141b,cs,1,1,1850000,11078,1850000,11078,1,2021,0,0,penthouse,167,2,3,167,1,Giza,6th October City,Greater Cairo,Mountain View Chill Out Park,Mountain View,1850000,0,0
618bf4d950988ed12f690335,cs,1,1,1850000,11078,1850000,11078,1,2021,0,0,penthouse,167,2,2,167,1,Giza,6th October City,Greater Cairo,Mountain View Chill Out Park,Mountain View,1850000,0,0
6194197550ac7c17e1e119f4,ff,1,0,12000000,36923,12000000,36923,1,2021,0,0,villa,325,5,4,925,1,Cairo,New Cairo,Greater Cairo,,,12000000,0,0
61cc44c7c22766c33ea64e1c,ff,1,1,3700000,11746,3700000,11746,1,2021,0,1,chalet,315,3,4,315,0,North Coast,Sidi Abdel Rahman,Matrouh,Hacienda Bay,Palm Hills,3700000,0,0
618bc4d850988ed12f68f590,ff,1,1,8800000,28852,8800000,28852,1,2021,0,0,twin house,305,4,4,360,1,Giza,Sheikh Zayed City,Greater Cairo,Jeera,,8800000,0,0
61d1af98c22766c33ea7f44b,ff,1,1,2200000,16176,2200000,16176,1,2021,0,0,apartment,136,2,2,136,0,Cairo,New Cairo,Greater Cairo,Lake View Residence,,2200000,0,0
61bbc76ee963318ba6f1f5e9,ff,0,1,2263004,13799,6450888,39335,3,2024,1,0,apartment,164,3,4,164,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,322544,8,63837
61931dee50988ed12f6b205e,ff,1,1,5560000,23460,5560000,23460,2,2021,0,0,apartment,237,3,3,237,1,Giza,6th October City,Greater Cairo,Ivoryhill,,5560000,0,0
618823061fddc365530d5514,ff,1,1,7800000,35780,7800000,35780,8,2021,0,0,twin house,218,3,3,300,1,North Coast,Qesm Ad Dabaah,Matrouh,Swan Lake North Coast,Hassan Allam Properties,7800000,0,0
6188283683b9d1093bde38b9,ff,1,1,16000000,55172,16000000,55172,8,2021,0,0,villa,290,3,4,510,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,16000000,0,0
61c08efdc945558b837fdc75,ff,1,1,20000000,40000,20000000,40000,11,2021,0,0,villa,500,6,6,1100,1,North Coast,Al Alamein,Matrouh,Stella Marina,,20000000,0,0
619401559bb23202531fd2d0,ff,1,1,6200000,20000,6200000,20000,1,2021,0,0,duplex,310,4,4,310,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,6200000,0,0
61d1b137c22766c33ea7f57b,ff,1,1,4199998,15672,4199998,15672,1,2021,0,0,apartment,268,3,3,268,0,Cairo,New Cairo,Greater Cairo,Lake View Residence,,4199998,0,0
61939bd150988ed12f6b3399,ff,1,0,3600000,12000,3600000,12000,1,2021,0,0,apartment,300,4,4,300,0,Cairo,Maadi,Greater Cairo,,,3600000,0,0
61d1a9d061795c05c0c102f3,cs,0,1,2415000,11500,2415000,11500,1,2022,0,0,apartment,210,4,3,210,0,Cairo,New Cairo,Greater Cairo,The Square,Al Ahly Sabbour developments,2415000,0,0
618d28ee50ac7c17e1df0f8a,cs,1,1,24000000,35036,24000000,35036,1,2021,0,0,villa,685,6,5,788,1,Cairo,New Cairo,Greater Cairo,Cairo Festival City,Al-Futtaim Group,24000000,0,0
618d2a5f50988ed12f69449a,ff,1,1,2550000,18214,2550000,18214,1,2021,0,1,apartment,140,2,2,290,1,Giza,Sheikh Zayed City,Greater Cairo,Beverly Hills,Sodic,2550000,0,0
61caf0b28f62bc5866aa6604,ff,1,1,2300000,11500,2300000,11500,12,2021,0,0,penthouse,200,4,3,200,0,North Coast,Sidi Abdel Rahman,Matrouh,Blumar North Coast,,2300000,0,0
618bae6450988ed12f68ed9d,cs,1,1,15500000,28336,15500000,28336,4,2021,0,0,villa,547,4,5,520,1,Giza,Sheikh Zayed City,Greater Cairo,Allegria,Sodic,15500000,0,0
618bbc7d50988ed12f68f22f,cs,1,1,5860000,24315,5860000,24315,1,2021,0,0,apartment,241,3,4,241,1,Giza,6th October City,Greater Cairo,District One,,5860000,0,0
61d5a95fd1a46653f3b77b4c,ff,1,1,700000,7000,700000,7000,1,2021,0,0,chalet,100,2,2,100,0,Suez,Al Ain Al Sokhna,Red Sea,Porto Sokhna,,700000,0,0
61efee23ec1836507dc951b3,ff,1,0,3100000,3100000,3100000,3100000,1,2021,0,0,apartment,1,4,2,1,1,Giza,Mohandessin,Greater Cairo,,,3100000,0,0
618d342a9bb23202531dcd40,cs,1,1,3500000,15021,3500000,15021,1,2021,0,0,apartment,233,3,3,233,1,Cairo,New Cairo,Greater Cairo,Hyde Park,HYDE PARK Development,3500000,0,0
61d1b858f6765d486752b10d,ff,1,1,2567000,16888,2567000,16888,1,2021,0,0,apartment,152,3,3,152,0,Cairo,New Cairo,Greater Cairo,Taj City,MNHD,2567000,0,0
619e3de622d10cd71cab0bfd,ff,1,1,2600000,14286,2600000,14286,11,2021,0,0,apartment,182,3,3,0,1,Cairo,New Cairo,Greater Cairo,El Rehab Extension,talaat moustafa group,2600000,0,0
6187ed5583b9d1093bde2ab8,ff,1,1,13500000,41284,13500000,41284,6,2021,0,0,twin house,327,3,4,400,1,Cairo,New Cairo,Greater Cairo,Hyde Park,HYDE PARK Development,13500000,0,0
6187bcadceeafa6dccba6ba2,ff,1,1,600000,12766,600000,12766,11,2021,0,0,chalet,47,1,1,47,0,North Coast,Al Alamein,Matrouh,Golf Porto Marina,,600000,0,0
61c9e525400a5a9d20c1215c,ff,1,1,4056000,23581,4056000,23581,1,2021,0,0,penthouse,172,3,3,172,1,Cairo,New Cairo,Greater Cairo,Fifth Square,AlMarasem developments,4056000,0,0
618be6b650ac7c17e1decd52,ff,0,1,4622972,15010,4622972,15010,1,2022,0,0,duplex,308,3,4,513,1,Giza,6th October City,Greater Cairo,Brix,INERTIA,4622972,0,0
61f00424f3327f214b55b78b,ff,1,0,1750000,12069,1750000,12069,1,2021,0,0,apartment,145,3,1,144,1,Cairo,Madinaty,Greater Cairo,,,1750000,0,0
6194024950988ed12f6b4b73,ff,1,1,4750000,25676,4750000,25676,1,2021,0,1,apartment,185,3,3,185,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,4750000,0,0
61ace16cf66f359fe82b7482,ff,1,1,4099998,13667,4099998,13667,12,2021,0,0,apartment,300,3,3,0,1,Cairo,New Cairo,Greater Cairo,El Rehab Extension,talaat moustafa group,4099998,0,0
618d271150988ed12f694361,ff,1,1,8500000,11333,8500000,11333,8,2021,0,0,villa,750,6,6,900,1,Giza,6th October City,Greater Cairo,Concordia,,8500000,0,0
607d75517e2ba60012d79cd2,ff,0,1,2902872,14371,8274888,40965,3,2025,1,0,town house,202,3,4,193,1,Giza,Sheikh Zayed City,Greater Cairo,Belle Vie,Emaar Misr,413744,8,81887
61bbbbd463c3b38c0d32ffec,ff,0,1,1645938,14190,4691888,40448,3,2024,1,0,apartment,116,2,3,116,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,234594,8,46430
618c05ac9bb23202531d8f8c,cs,1,1,6000000,14118,6000000,14118,1,2021,0,0,twin house,425,3,3,425,1,Giza,6th October City,Greater Cairo,Upville,,6000000,0,0
61bdce9963c3b38c0d3345b1,ff,0,1,6746214,21762,18168888,58610,12,2022,1,0,twin house,310,4,5,325,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,1453511,8,174119
61c9d1918f62bc5866aa40ec,cs,1,1,3383000,14773,3383000,14773,1,2021,0,0,penthouse,229,4,3,229,1,Cairo,New Cairo,Greater Cairo,Galleria Moon Valley,,3383000,0,0
61bbbad6e8828d387c3eb072,ff,0,1,1613313,13558,4598888,38647,3,2024,1,0,apartment,119,2,3,119,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,229944,8,45510
61420ba62c16f3c4e1a291a4,ff,1,1,3200000,21333,3200000,21333,9,2021,0,1,apartment,150,2,3,270,1,Cairo,New Cairo,Greater Cairo,Eastown,Sodic,3200000,0,0
61dc0385fc02a46ce2c5c8bd,cs,1,1,14000000,33333,14000000,33333,1,2021,0,0,chalet,420,6,6,420,1,North Coast,Qesm Marsa Matrouh,Matrouh,Almaza Bay,,14000000,0,0
61b61cc0deb36dd02718391f,ff,1,1,850000,8500,850000,8500,12,2021,0,0,chalet,100,2,2,125,0,Suez,Al Ain Al Sokhna,Red Sea,Porto Sokhna,,850000,0,0
61bdb8d5e963318ba6f235a9,ff,0,1,2727571,15676,7345888,42218,2,2022,1,0,apartment,174,2,3,174,1,Cairo,New Cairo,Greater Cairo,Mivida,Emaar Misr,587671,8,70398
6188f523a0af6f15abf182c9,cs,1,1,9000000,14331,9000000,14331,5,2021,0,0,town house,628,6,6,500,1,Giza,6th October City,Greater Cairo,Ivoryhill,,9000000,0,0
61bdda97e8828d387c3ef93c,ff,0,1,8145666,26708,21937888,71928,12,2022,1,0,villa,305,4,5,511,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,1755031,8,210238
61966432d429fbcb38a4df43,ff,1,0,1450000,16111,1450000,16111,1,2021,0,0,apartment,90,2,2,90,1,Cairo,Madinaty,Greater Cairo,,,1450000,0,0
619312a050988ed12f6b1e65,cs,1,1,7000000,12987,7000000,12987,3,2021,0,0,twin house,539,3,3,443,1,Giza,6th October City,Greater Cairo,Palm Hills Palm Valley,Palm Hills,7000000,0,0
618c0dce9bb23202531d921a,ff,1,1,7840000,45581,7840000,45581,1,2021,0,0,apartment,172,2,3,172,1,North Coast,New Alamein City,Matrouh,North Edge Towers,City Edge Developments ,7840000,0,0
61961b8fddc2f0889245837a,ff,1,1,2250000,18750,2250000,18750,11,2021,0,0,chalet,120,3,2,190,0,Suez,Al Ain Al Sokhna,Red Sea,Marina Wadi Degla,,2250000,0,0
61c9c618400a5a9d20c11917,cs,1,1,9000000,25714,9000000,25714,12,2021,0,0,twin house,350,4,4,500,1,Giza,6th October City,Greater Cairo,Bamboo Extension,,9000000,0,0
61bbbc81e8828d387c3eb0b7,ff,0,1,1650849,14356,4705888,40921,3,2024,1,0,apartment,115,2,3,115,1,Giza,Sheikh Zayed City,Greater Cairo,Cairo Gate,Emaar Misr,235294,8,46569
6188fc2c26deab16b7e24a72,ff,1,1,2050000,6833,2050000,6833,5,2021,0,0,penthouse,300,4,4,380,1,Giza,6th October City,Greater Cairo,Sia 6 October,,2050000,0,0
618a54e2a0af6f15abf1c2cb,ff,1,1,1400000,11200,1400000,11200,11,2021,0,0,chalet,125,2,1,175,0,Suez,Al Ain Al Sokhna,Red Sea,Piacera,,1400000,0,0
61f95088c85a501299c31ca9,ff,1,1,2000000,17544,2000000,17544,2,2021,0,0,chalet,114,3,2,0,0,North Coast,Sidi Abdel Rahman,Matrouh,Blumar North Coast,,2000000,0,0
6193bfc250ac7c17e1e102a4,cs,1,0,7500000,11364,7500000,11364,1,2021,0,0,villa,660,6,5,965,1,Giza,Sheikh Zayed City,Greater Cairo,,,7500000,0,0
61ab3da2c2b2446cf349644b,ff,1,1,2500000,18519,2500000,18519,11,2021,0,0,chalet,135,2,2,135,0,Suez,Al Ain Al Sokhna,Red Sea,Marina Wadi Al Dome,,2500000,0,0
618c155b50988ed12f690c7a,ff,1,1,5200000,25366,5200000,25366,1,2021,0,0,chalet,205,3,2,205,1,North Coast,Qesm Ad Dabaah,Matrouh,Swan Lake North Coast,Hassan Allam Properties,5200000,0,0
6188fce9c9d894e71c0b398f,cs,1,1,19600000,32667,19600000,32667,6,2021,0,0,villa,600,6,6,960,1,Giza,6th October City,Greater Cairo,Palm Hills Golf Views,Palm Hills,19600000,0,0
618c06b850ac7c17e1ded4ef,ff,1,1,8700000,27532,8700000,27532,1,2021,0,0,twin house,316,4,4,360,1,Giza,Sheikh Zayed City,Greater Cairo,Greens,,8700000,0,0
61b9c7e9981d2e9a04d9e022,cs,1,1,8400000,24000,8400000,24000,11,2021,0,0,twin house,350,4,5,500,1,Giza,6th October City,Greater Cairo,Bamboo Extension,,8400000,0,0
61881f45a512754cac803fd0,ff,1,1,5900000,21071,5900000,21071,4,2021,0,0,twin house,280,4,4,440,1,Giza,Sheikh Zayed City,Greater Cairo,Royal Meadows,,5900000,0,0
619303d850ac7c17e1e0e43b,ff,1,1,4300000,26875,4300000,26875,4,2021,0,0,town house,160,2,2,200,1,North Coast,Al Alamein,Matrouh,La Vista Cascada,la vista developments,4300000,0,0
61c9d6f3400a5a9d20c11db4,ff,1,1,5124998,25000,5124998,25000,1,2021,0,0,apartment,205,3,3,205,1,Cairo,New Cairo,Greater Cairo,Fifth Square,AlMarasem developments,5124998,0,0
61e04919afc2199dc841430c,ff,1,1,4615000,35775,4615000,35775,1,2021,0,0,penthouse,129,2,2,129,0,Hurghada,El Gouna,Red Sea,Water Side,,4615000,0,0
61912b0750ac7c17e1dff9df,ff,1,1,3000000,19608,3000000,19608,2,2021,0,1,apartment,153,2,3,153,1,Giza,6th October City,Greater Cairo,Palm Parks Palm Hills,Palm Hills,3000000,0,0
61eebeab3420dafcf88ed85e,ff,1,1,5500000,27500,5500000,27500,1,2021,0,0,chalet,200,3,3,400,0,North Coast,Sidi Abdel Rahman,Matrouh,Hacienda Bay,Palm Hills,5500000,0,0
618d1abe9bb23202531dc43a,ff,1,1,9900000,26757,9900000,26757,4,2021,0,0,villa,370,5,4,1150,1,Giza,6th October City,Greater Cairo,Gardenia Park,,9900000,0,0
61b9c182c7fd090e618f2892,cs,1,1,6020000,28531,6020000,28531,3,2021,0,0,town house,211,3,3,216,1,Giza,6th October City,Greater Cairo,The Crown,Palm Hills,6020000,0,0
6189327826deab16b7e25b74,ff,1,1,7900000,36916,7900000,36916,6,2021,0,0,apartment,214,3,3,214,1,Cairo,New Cairo,Greater Cairo,Cairo Festival City,Al-Futtaim Group,7900000,0,0
61cc5dcf7f3ac73df7fc8675,ff,1,1,2500000,19231,2500000,19231,1,2021,0,0,chalet,130,2,2,130,0,North Coast,Al Alamein,Matrouh,Amwaj,Al Ahly Sabbour developments,2500000,0,0
618c167d50988ed12f690caf,ff,1,1,6050000,19836,6050000,19836,1,2021,0,0,town house,305,5,6,250,1,Giza,Sheikh Zayed City,Greater Cairo,Westown,Sodic,6050000,0,0
61b74dd5deb36dd027186c1c,ff,0,1,3265604,39345,9308888,112156,2,2022,1,0,apartment,83,1,2,83,1,North Coast,Sidi Abdel Rahman,Matrouh,Marassi,Emaar Misr,465444,8,92119
6193a86850ac7c17e1e0fc74,ff,1,1,4650000,19375,4650000,19375,1,2021,0,1,chalet,240,4,4,240,1,North Coast,Sidi Abdel Rahman,Matrouh,Hacienda Bay,Palm Hills,4650000,0,0
618bf9e850988ed12f6904fc,ff,1,0,6000000,37500,6000000,37500,1,2021,0,0,apartment,160,3,2,160,0,Cairo,Zamalek,Greater Cairo,,,6000000,0,0
619673fff112cc1c07a33873,ff,1,0,1650000,12595,1650000,12595,1,2021,0,0,apartment,131,3,2,131,1,Cairo,Madinaty,Greater Cairo,,,1650000,0,0
6141dc0a849c2823ae37c59e,cs,1,1,1850000,11935,1850000,11935,3,2021,0,0,apartment,155,2,2,155,1,Cairo,New Cairo,Greater Cairo,Village Gardens Katameya,sakneen temp,1850000,0,0
61c098f4a94cf2ddceea8cd3,ff,1,1,4750000,16436,4750000,16436,1,2021,0,0,villa,289,5,5,328,1,Giza,6th October City,Greater Cairo,Mountain View Chill Out Park,Mountain View,4750000,0,0
61d1ab2061795c05c0c1031b,ff,0,1,4142000,27613,4142000,27613,1,2022,0,0,apartment,150,2,3,150,0,Giza,6th October City,Greater Cairo,O West,Orascom Development,4142000,0,0
61bdc07de8828d387c3ef4b9,ff,1,1,3723042,16330,10026888,43978,6,2021,1,0,apartment,228,3,4,228,1,Cairo,Mokattam,Greater Cairo,Uptown Cairo,Emaar Misr,802151,8,96091
618c132750ac7c17e1ded847,ff,1,1,5650000,22967,5650000,22967,1,2021,0,0,town house,246,4,4,266,1,Giza,Sheikh Zayed City,Greater Cairo,Royal Meadows,,5650000,0,0
6150571e626e4d615809e467,cs,1,1,1411000,8300,1411000,8300,7,2021,0,0,apartment,170,3,3,170,0,Cairo,New Cairo,Greater Cairo,Mountain View iCity,Mountain View,1411000,0,0
61881bd7a512754cac803f47,ff,1,1,6400000,22776,6400000,22776,7,2021,0,0,town house,281,4,4,255,1,Giza,6th October City,Greater Cairo,Palm Hills Golf Extension,Palm Hills,6400000,0,0
618927be26deab16b7e25767,cs,1,1,3940000,17991,3940000,17991,3,2021,0,1,villa,219,4,4,310,1,Giza,6th October City,Greater Cairo,The Crown,Palm Hills,3940000,0,0
618b94079bb23202531d6fed,ff,1,1,720000,7200,720000,7200,11,2021,0,0,chalet,100,2,2,125,0,Suez,Al Ain Al Sokhna,Red Sea,Porto Sokhna,,720000,0,0
618830fd1fddc365530d5768,cs,1,1,4000000,13937,4000000,13937,9,2021,0,0,i-villa,287,3,4,300,1,Cairo,New Cairo,Greater Cairo,Mountain View Hyde Park,Mountain View,4000000,0,0
61e6c79d071bfe518fdc43e0,ff,1,1,2700000,22500,2700000,22500,1,2021,0,0,chalet,120,2,2,210,0,North Coast,Sidi Abdel Rahman,Matrouh,Blumar North Coast,,2700000,0,0
618bfc9950988ed12f6905d7,ff,1,1,7600000,24918,7600000,24918,1,2021,0,0,duplex,305,3,4,430,1,Giza,6th October City,Greater Cairo,Amberville,,7600000,0,0
61890bc2a0af6f15abf189e1,cs,1,1,6300000,28378,6300000,28378,6,2021,0,0,town house,222,4,4,377,1,Giza,Sheikh Zayed City,Greater Cairo,Allegria,Sodic,6300000,0,0
618d26fb50ac7c17e1df0ee8,cs,1,1,1400000,7568,1400000,7568,1,2021,0,0,apartment,185,3,2,185,1,Giza,6th October City,Greater Cairo,Creek Park,,1400000,0,0
61a8b32cc2b2446cf34888b5,ff,1,1,900000,11250,900000,11250,12,2021,0,0,chalet,80,2,2,80,0,North Coast,Al Alamein,Matrouh,Golf Porto Marina,,900000,0,0
61892c61a0af6f15abf19369,ff,1,1,10000000,55556,10000000,55556,1,2021,0,0,villa,180,3,3,450,1,North Coast,Qesm Ad Dabaah,Matrouh,Ghazala Bay,,10000000,0,0
61eeacde3420dafcf88ed6cc,ff,1,1,5000000,25000,5000000,25000,1,2021,0,0,chalet,200,3,3,550,0,North Coast,Sidi Abdel Rahman,Matrouh,Hacienda Bay,Palm Hills,5000000,0,0
61f9521dc85a501299c31cd9,ff,1,1,4000000,30075,4000000,30075,2,2021,0,1,apartment,133,2,2,0,0,Cairo,New Cairo,Greater Cairo,Mivida,Emaar Misr,4000000,0,0
